COMPANYNAME,COUNTY,ZIP,PROGRAM,ORIGINAL_ESTIMATED_VALUE,INVESTMENT,STATUS,NEW_JOBS,RETAINED_JOBS,ORIGINAL_APPROVAL_DATE,WITHHOLDING_RATE_PERCENT,PAYROLL_RATE,TERM
"Hyland Software, Inc.",Cuyahoga,44145-1148,JCTC Job Creation Tax Credit,766514.0,29625000.00,Servicing,887,1120,10/29/2012,50.00,N/A,9
"Recker Consulting, LLC",Hamilton,45237,JCTC Job Creation Tax Credit,1075000.0,3000000.00,Completed,150,160,12/05/2016,N/A,2.179,8
Bodenheimer-Mayer House,Fairfield,43130,Ohio Historic Preservation Tax Credit,71000.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
"A. Schulman, Inc.",Summit,44310-3564,JCTC Job Creation Tax Credit,174147.0,10500000.00,Completed,80,15,07/28/2008,N/A,N/A,5
Beech Street Residence Halls,Cuyahoga,44017,Ohio Historic Preservation Tax Credit,2916162.0,N/A,Completed,N/A,N/A,12/20/2012,N/A,N/A,N/A
"ALLIED MINERAL PRODUCTS, LLC",Franklin,43221-4657,JCTC Job Creation Tax Credit,285761.0,5000000.00,Servicing,44,220,05/21/2012,45.00,N/A,8
Kelsey-Hayes Company,Fulton,43521-9586,JCTC Job Creation Tax Credit,130367.0,3963000.00,Completed,24,149,01/31/2011,35.00,N/A,7
Schoola Inc.,Franklin,43207-3440,JCTC Job Creation Tax Credit,524000.0,3000000.00,Cancelled,225,0,06/29/2015,N/A,1.140,8
Zenni USA LLC,Franklin,43207,JCTC Job Creation Tax Credit,1250000.0,15000000.00,Servicing,189,0,09/28/2020,N/A,1.557,10
Meadowbrook Meat Co Inc,Franklin,43207,JCTC Job Creation Tax Credit,204962.0,11710000.00,Completed,38,233,07/25/2011,45.00,N/A,7
A-Brite LP,Cuyahoga,44111-1639,JCTC Job Creation Tax Credit,134000.0,18000000.00,Servicing,104,165,07/27/2015,N/A,0.800,5
"The Hillman Group, Inc.",Hamilton,45240,JCTC Job Creation Tax Credit,765000.0,3800000.00,Servicing,60,210,05/23/2022,N/A,1.783,8
Rocket Code LLC,Franklin,43201,JCTC Job Creation Tax Credit,210000.0,50000.00,Completed,30,18,01/30/2017,N/A,1.517,7
1379 North High Street,Franklin,43201,Ohio Historic Preservation Tax Credit,249999.0,N/A,Completed,N/A,N/A,06/24/2014,N/A,N/A,N/A
"Synapse Biomedical, Inc.",Lorain,44074-1263,JCTC Job Creation Tax Credit,550093.0,162820.00,Completed,60,15,06/25/2012,50.00,N/A,7
"MedVet Associates, LLC",Franklin,43085-2300,JCTC Job Creation Tax Credit,269000.0,1650000.00,Servicing,41,44,12/15/2015,N/A,1.461,6
"Saama Technologies, Inc.",Franklin,43085,JCTC Job Creation Tax Credit,696000.0,0.00,Completed,90,8,07/27/2015,N/A,1.851,6
"Valfilm, LLC",Hancock,45840,JCTC Job Creation Tax Credit,216000.0,9500000.00,Servicing,80,55,03/30/2015,N/A,1.329,8
Marathon Petroleum Corporation,Hancock,45840-3229,JRTC-NR Job Retention Tax Credit Non-Refundable,72128036.0,59680000.00,Servicing,0,1650,05/23/2011,75.00,N/A,15
"Lewco, Inc.",Ottawa,43452,JCTC Job Creation Tax Credit,750000.0,11795000.00,Servicing,163,168,12/07/2020,N/A,1.197,8
American Retail Corporation,Hamilton,45240,JCTC Job Creation Tax Credit,200000.0,8250000.00,Servicing,21,50,01/30/2017,N/A,0.650,7
"EXEL, INC.",Franklin,43214,JCTC Job Creation Tax Credit,515503.0,1200000.00,Completed,275,66,09/26/2011,55.00,N/A,6
Grant Commons,Franklin,43201,Ohio Historic Preservation Tax Credit,2454341.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
"Middle West Spirits, LLC",Franklin,43201-2829,JCTC Job Creation Tax Credit,51000.0,3100000.00,Servicing,25,5,07/27/2015,N/A,0.895,6
AcuSport Corporation,Logan,43311-3002,JCTC Job Creation Tax Credit,328846.0,3000000.00,Completed,80,228,12/10/2012,50.00,N/A,6
NIDEC MINSTER CORPORATION,Auglaize,45865-1065,JCTC Job Creation Tax Credit,651840.0,4399463.00,Cancelled,140,424,07/28/2008,N/A,N/A,7
MIBA SINTER USA LLC,Morgan,43756,JCTC Job Creation Tax Credit,169313.0,22535000.00,Servicing,60,0,06/30/2008,N/A,N/A,7
"Rohm and Haas Chemicals, LLC",Hancock,45840-4206,JCTC Job Creation Tax Credit,106153.0,6900000.00,Cancelled,21,70,01/25/2010,55.00,N/A,7
"International Technical Coatings, Inc.",Franklin,43207-1391,JCTC Job Creation Tax Credit,270904.0,14900000.00,Completed,120,0,08/30/2010,40.00,N/A,6
The Coca-Cola Company,Franklin,43207-3453,JCTC Job Creation Tax Credit,1053306.0,120000000.00,Cancelled,35,120,10/25/2010,60.00,N/A,8
"Hayneedle, Inc.",Butler,45050,JCTC Job Creation Tax Credit,97837.0,2000000.00,Completed,49,0,01/25/2010,45.00,N/A,6
UGN Inc,Warren,45050,JCTC Job Creation Tax Credit,681748.0,22281554.00,Servicing,259,0,04/28/2014,N/A,1.604,11
Allied Machine & Engineering Corporation,Tuscarawas,44622-9652,JCTC Job Creation Tax Credit,64355.0,17300000.00,Completed,30,375,06/25/2012,40.00,N/A,3
The Orlando Baking Company,Cuyahoga,44104-3061,JCTC Job Creation Tax Credit,109543.0,1000000.00,Completed,30,350,06/28/2010,45.00,N/A,6
Defender Security Company dba Defender Direct,Hamilton,45240,JCTC Job Creation Tax Credit,491260.0,175000.00,Completed,200,70,01/28/2008,N/A,N/A,5
Limbach Company LLC,Franklin,43201-3612,JCTC Job Creation Tax Credit,122813.0,1150000.00,Completed,31,112,04/27/2009,N/A,N/A,6
Greenfield Solar Corp.,Lorain,44074-1206,JCTC Job Creation Tax Credit,752786.0,3250000.00,Completed,80,0,07/27/2009,N/A,N/A,8
St. Luke's Hospital,Cuyahoga,44104,Ohio Historic Preservation Tax Credit,4493409.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
"THE DANNON COMPANY, INC.",Auglaize,45865,JCTC Job Creation Tax Credit,565983.0,88780000.00,Completed,100,408,04/25/2011,60.00,N/A,7
"Cologix, Inc.",Franklin,43085,Datacenter Tax Exemption,8550000.0,152000000.00,Approved,15,24,08/29/2022,N/A,N/A,10
1209 Elm,Hamilton,,Ohio Historic Preservation Tax Credit,249999.0,N/A,Servicing,N/A,N/A,12/17/2020,N/A,N/A,N/A
Medusa Portland Cement Company Central Offices,Cuyahoga,,Ohio Historic Preservation Tax Credit,1248083.0,N/A,Cancelled,N/A,N/A,06/26/2019,N/A,N/A,N/A
Dayton Power and Light Building,Montgomery,,Ohio Historic Preservation Tax Credit,200000.0,N/A,Completed,N/A,N/A,06/26/2019,N/A,N/A,N/A
"One Source Technology, LLC",Cuyahoga,,JCTC Job Creation Tax Credit,349336.0,1300000.00,Servicing,70,105,06/30/2014,N/A,1.345,7
FT Precision Inc.,Knox,,JCTC Job Creation Tax Credit,200513.0,82680500.00,Completed,62,241,09/27/2010,45.00,N/A,6
Villa San Bernardo,Cuyahoga,,Ohio Historic Preservation Tax Credit,1999990.0,N/A,Completed,N/A,N/A,06/28/2017,N/A,N/A,N/A
118 Findlay Street,Hamilton,,Ohio Historic Preservation Tax Credit,225000.0,N/A,Servicing,N/A,N/A,06/30/2021,N/A,N/A,N/A
Stearns & Foster Co Office Building,Hamilton,,Ohio Historic Preservation Tax Credit,1350000.0,N/A,Servicing,N/A,N/A,12/14/2021,N/A,N/A,N/A
14-16 North Park Place,Licking,,Ohio Historic Preservation Tax Credit,249999.0,N/A,Completed,N/A,N/A,06/28/2016,N/A,N/A,N/A
IMCO Carbide Tool Inc.,Wood,43551,JCTC Job Creation Tax Credit,481800.0,38963327.00,Approved,92,98,08/29/2022,N/A,N/A,9
Owens-Brockway Glass Container Inc.,Wood,43551-2999,JCTC Job Creation Tax Credit,2441465.0,12000000.00,Completed,55,751,07/26/2010,50.00,N/A,7
"First Solar, Inc.",Wood,43551,JCTC Job Creation Tax Credit,171220.0,54000000.00,Cancelled,44,790,09/29/2008,N/A,N/A,10
FRAM Group Operations LLC,Wood,43551-4864,JCTC Job Creation Tax Credit,3040710.0,567000.00,Cancelled,62,74,08/29/2011,60.00,N/A,15
"Wendy's International, LLC",Franklin,43217,JCTC Job Creation Tax Credit,3868650.0,11350000.00,Servicing,223,388,08/29/2011,60.00,N/A,12
"Macy's Corporate Services, LLC",Franklin,43217,JCTC Job Creation Tax Credit,1500000.0,14957838.00,Servicing,410,0,04/30/2018,N/A,1.412,8
"EPC - Columbia, Inc.",Warren,45036,JCTC Job Creation Tax Credit,105000.0,2500000.00,Approved,50,28,10/25/2021,N/A,1.018,6
"Magnode, LLC",Butler,45067-1549,JCTC Job Creation Tax Credit,1420000.0,40800000.00,Servicing,171,232,05/24/2021,N/A,1.811,9
Venture Products Inc,Wayne,44667,JCTC Job Creation Tax Credit,65778.0,3216000.00,Completed,33,81,12/05/2011,40.00,N/A,6
General Aluminum Mfg. Company,Portage,44266-9031,JCTC Job Creation Tax Credit,34266.0,1875000.00,Completed,175,0,07/28/2008,N/A,N/A,5
Parker-Hannifin Corporation,Portage,44266-1212,JCTC Job Creation Tax Credit,108355.0,8120000.00,Completed,29,304,03/26/2012,45.00,N/A,3
"Kohl's Department Stores, Inc.",Licking,43062,JCTC Job Creation Tax Credit,4188000.0,263280037.00,Servicing,684,0,10/29/2018,N/A,1.542,12
"Garland Industries, Inc.",Cuyahoga,44105-2103,JCTC Job Creation Tax Credit,65069.0,710000.00,Completed,12,98,07/26/2010,40.00,N/A,5
"ODW LTS, LLC",Butler,45011,JCTC Job Creation Tax Credit,108000.0,400000.00,Servicing,40,40,06/29/2015,N/A,1.100,5
Artspace Hamilton Lofts,Butler,45011,Ohio Historic Preservation Tax Credit,2332373.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
MHC Medical Products LLC,Butler,45011-9716,JCTC Job Creation Tax Credit,63167.0,250000.00,Completed,12,0,12/05/2011,35.00,N/A,6
"Razorfish, LLC",Montgomery,45459,JCTC Job Creation Tax Credit,1361844.0,2650000.00,Completed,105,28,04/25/2011,50.00,N/A,6
National Automotive Experts LLC,Cuyahoga,44136,JCTC Job Creation Tax Credit,58806.0,4500000.00,Servicing,30,84,03/31/2014,N/A,1.005,5
"Woodpeckers, LLC",Cuyahoga,44149-3862,JCTC Job Creation Tax Credit,260000.0,7000000.00,Servicing,50,57,10/31/2016,N/A,2.134,6
Akron Polymer Systems Inc.,Summit,44305-4418,JCTC Job Creation Tax Credit,160630.0,2550000.00,Cancelled,28,12,09/28/2009,N/A,N/A,6
"LG Chem America, Inc.",Portage,44266,JCTC Job Creation Tax Credit,540000.0,85800100.00,Approved,72,0,12/06/2021,N/A,1.594,8
Hoover West Factory Complex,Stark,44720,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Cancelled,N/A,N/A,12/20/2013,N/A,N/A,N/A
"devVenture, LLC",Franklin,43220-2322,JCTC Job Creation Tax Credit,255000.0,0.00,Completed,35,21,05/22/2017,N/A,1.486,7
"The Connor Group, A Real Estate Investment Firm, LLC",Montgomery,45459-2673,JCTC Job Creation Tax Credit,118327.0,347000.00,Servicing,18,43,12/08/2008,N/A,N/A,7
Colgate-Palmolive Company,Guernsey,43725-8912,JCTC Job Creation Tax Credit,105000.0,1200000.00,Servicing,24,318,08/31/2020,N/A,1.239,6
Van Wert Revitalization,Van Wert,,Ohio Historic Preservation Tax Credit,1250000.0,N/A,Servicing,N/A,N/A,06/30/2021,N/A,N/A,N/A
"PCM OH, Inc.",Delaware,,JCTC Job Creation Tax Credit,117005.0,200000.00,Cancelled,30,280,01/25/2010,45.00,N/A,6
"Comet Processing, Inc",Madison,,JCTC Job Creation Tax Credit,1100000.0,102000000.00,Servicing,204,0,07/29/2019,N/A,1.461,8
Terminal Tower of Union Terminal Group,Cuyahoga,,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/20/2018,N/A,N/A,N/A
"The Step 2 Company, LLC",Ashland,44864,JCTC Job Creation Tax Credit,119016.0,275000.00,Cancelled,75,246,08/27/2012,45.00,N/A,6
"Inteva Products, LLC",Montgomery,45377-9694,JCTC Job Creation Tax Credit,263696.0,625000.00,Completed,25,108,10/25/2010,55.00,N/A,6
"MPW Environmental Services, Inc.",Jefferson,43938,JCTC Job Creation Tax Credit,55000.0,1200000.00,Servicing,25,125,01/30/2017,N/A,1.471,5
"Nextant Aerospace, LLC",Cuyahoga,44143-1453,JCTC Job Creation Tax Credit,778643.0,1100000.00,Completed,154,80,12/05/2011,50.00,N/A,3
Jeyes US Holdings Inc.,Licking,43054,JCTC Job Creation Tax Credit,562298.0,3500000.00,Cancelled,172,0,05/23/2011,55.00,N/A,8
Aetna Life Insurance Company,Franklin,43054-8725,JCTC Job Creation Tax Credit,2019369.0,500000.00,Completed,213,1340,03/30/2009,N/A,N/A,5
Anomatic Corporation,Licking,43054,JCTC Job Creation Tax Credit,362537.0,8481000.00,Completed,185,0,06/27/2011,50.00,N/A,7
"Vee Pak Ohio, LLC",Licking,43054,JCTC Job Creation Tax Credit,334206.0,11500000.00,Servicing,120,0,12/06/2010,50.00,N/A,8
"The TJX Companies, Inc.",Franklin,43054,JCTC Job Creation Tax Credit,175893.0,78690880.00,Completed,28,0,05/24/2010,55.00,N/A,7
Amgen Inc.,Franklin,43054,JCTC Job Creation Tax Credit,15000000.0,299000000.00,Servicing,400,0,06/28/2021,N/A,2.427,15
FCA US LLC,Lucas,43657-0001,JCTC Job Creation Tax Credit,1354338.0,365000000.00,Servicing,1105,1700,08/29/2011,75.00,N/A,15
Prime AE Group Inc,Delaware,43240,JCTC Job Creation Tax Credit,484000.0,250000.00,Servicing,59,83,04/27/2015,N/A,1.815,7
Cole Tool & Die Company,Richland,44906,JCTC Job Creation Tax Credit,225683.0,1800000.00,Servicing,40,20,04/29/2013,45.00,N/A,7
"TIFFIN METAL PRODUCTS, LLC",Seneca,44883-1366,JCTC Job Creation Tax Credit,26397.0,750000.00,Cancelled,18,103,03/30/2015,35.00,N/A,5
"NGL Warehouse, LLC",Franklin,43137-9277,JCTC Job Creation Tax Credit,41921.0,850000.00,Cancelled,31,45,01/25/2010,40.00,N/A,6
"Exel, Inc.",Franklin,43137,JCTC Job Creation Tax Credit,1012000.0,10000000.00,Servicing,400,0,08/29/2016,N/A,1.485,6
Hotel Rieger,Erie,44870,Ohio Historic Preservation Tax Credit,1827903.0,N/A,Completed,N/A,N/A,11/13/2007,N/A,N/A,N/A
Feick Building,Fayette,44870,Ohio Historic Preservation Tax Credit,,N/A,Cancelled,N/A,N/A,06/30/2010,N/A,N/A,N/A
"Leidos, Inc.",Greene,45431-1799,JCTC Job Creation Tax Credit,2631754.0,3550000.00,Completed,180,0,02/28/2011,60.00,N/A,8
"Hyperion Technology Group, Inc.",Greene,45431,JCTC Job Creation Tax Credit,440000.0,0.00,Approved,28,0,01/27/2020,N/A,1.938,7
Radiance Technologies Inc,Greene,45431,JCTC Job Creation Tax Credit,1815000.0,0.00,Servicing,100,258,01/31/2022,N/A,2.142,9
"CINCINNATI FAN & VENTILATOR COMPANY, INC.",Warren,45040,JCTC Job Creation Tax Credit,76000.0,1500000.00,Servicing,63,107,12/15/2015,N/A,1.003,5
"Pioneer Cladding And Glazing Systems, Inc",Warren,45040,JCTC Job Creation Tax Credit,290481.0,4600000.00,Servicing,50,54,08/26/2013,40.00,N/A,7
Apex Industrial Technologies LLC,Warren,45040,JCTC Job Creation Tax Credit,630472.0,2000000.00,Completed,100,50,04/30/2012,50.00,N/A,6
"Big Sandy Distribution, Inc.",Scioto,45629,JCTC Job Creation Tax Credit,38591.0,1543000.00,Completed,30,8,12/05/2011,40.00,N/A,6
"Matsu Ohio, Inc.",Williams,43517-9389,JCTC Job Creation Tax Credit,285000.0,4515561.00,Servicing,104,176,05/24/2021,N/A,1.124,7
"Menlo Logistics, Inc.",Allen,45801-3141,JCTC Job Creation Tax Credit,44445.0,1650000.00,Completed,35,0,06/30/2008,N/A,N/A,5
Metropolitan Block,Allen,45801-4435,Ohio Historic Preservation Tax Credit,407190.0,N/A,Completed,N/A,N/A,06/30/2010,N/A,N/A,N/A
"Amazon.com Services, Inc.",Summit,44087,JCTC Job Creation Tax Credit,270000.0,3800000.00,Servicing,150,0,05/23/2016,N/A,1.113,6
"O'Reilly Auto Enterprises, LLC.",Summit,44087,JCTC Job Creation Tax Credit,1090000.0,45000000.00,Servicing,350,0,07/30/2018,N/A,1.347,8
"Brennan-Eberly Team Sports, Inc.",Lucas,43558,JCTC Job Creation Tax Credit,370000.0,1500000.00,Approved,86,89,03/02/2022,N/A,1.358,7
"Dollar Tree Distribution, Inc.",Morrow,43334-9215,JCTC Job Creation Tax Credit,1586000.0,132148750.00,Servicing,400,0,05/21/2018,N/A,1.262,10
457 North High,Franklin,,Ohio Historic Preservation Tax Credit,120800.0,N/A,Cancelled,N/A,N/A,06/28/2016,N/A,N/A,N/A
Market Square II,Hamilton,,Ohio Historic Preservation Tax Credit,1790000.0,N/A,Completed,N/A,N/A,06/28/2016,N/A,N/A,N/A
1513 Vine Street,Hamilton,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Completed,N/A,N/A,12/12/2018,N/A,N/A,N/A
Findlay Exchange,Hamilton,,Ohio Historic Preservation Tax Credit,1200000.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
Kuhn's and McCrory Buildings,Montgomery,,Ohio Historic Preservation Tax Credit,4000000.0,N/A,Completed,N/A,N/A,12/19/2017,N/A,N/A,N/A
"Paycor, Inc.",Hamilton,,JCTC Job Creation Tax Credit,34526230.0,8000000.00,Servicing,1064,1210,07/27/2020,N/A,3.123,15
Van Wert Forward II,Van Wert,,Ohio Historic Preservation Tax Credit,1200000.0,N/A,Servicing,N/A,N/A,06/22/2022,N/A,N/A,N/A
"Shutterfly Lifetouch, LLC",Crawford,,JCTC Job Creation Tax Credit,260000.0,23200000.00,Cancelled,100,172,07/27/2020,N/A,1.099,7
1st National Bank Building,Hamilton,,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Cancelled,N/A,N/A,12/12/2018,N/A,N/A,N/A
American Craft Brewery LLC,Hamilton,45214-2423,JCTC Job Creation Tax Credit,1075000.0,78175000.00,Servicing,105,118,07/27/2020,N/A,1.708,8
"Cast Nylons Co., LTD.",Lake,44094-5626,JCTC Job Creation Tax Credit,44114.0,2000000.00,Servicing,20,92,03/31/2014,N/A,1.038,5
"CAMACO, LLC",Lorain,44052-2900,JCTC Job Creation Tax Credit,708000.0,10890000.00,Cancelled,200,463,04/24/2017,N/A,1.417,7
"TANGRAM FLEX (TANGRAM FLEX, INC.)",Montgomery,45066,JCTC Job Creation Tax Credit,500000.0,0.00,Cancelled,31,30,12/07/2020,N/A,1.950,7
"ECS Tuning, LLC",Medina,44281,JCTC Job Creation Tax Credit,276769.0,5945000.00,Servicing,105,110,06/24/2013,50.00,N/A,7
"NVR, Inc.",Montgomery,45426-3200,JCTC Job Creation Tax Credit,101987.0,3750000.00,Completed,75,0,09/27/2010,35.00,N/A,5
"United Parcel Service, Inc.",Wood,45872,JCTC Job Creation Tax Credit,4805000.0,126891849.00,Servicing,606,0,12/07/2020,N/A,1.702,10
"R. K. Administrative Services, LLC",Pike,45690,JCTC Job Creation Tax Credit,700000.0,33275000.00,Approved,200,515,10/04/2021,N/A,1.278,7
VR Waverly Inc.,Pike,45690,JCTC Job Creation Tax Credit,207313.0,2543000.00,Completed,50,240,06/28/2010,45.00,N/A,5
"Ashley Furniture Industries, LLC",Licking,43018,JCTC Job Creation Tax Credit,1429000.0,70000000.00,Servicing,300,0,10/26/2020,N/A,1.401,8
"King's Command Foods (2022), LLC",Darke,45380-9610,JCTC Job Creation Tax Credit,379000.0,25700000.00,Servicing,160,47,01/25/2016,N/A,0.964,7
"PACS Industries, Inc.",Knox,43050,JCTC Job Creation Tax Credit,282360.0,3880768.00,Cancelled,40,93,10/25/2010,40.00,N/A,6
Meijer Stores Limited Partnership,Miami,45371-2950,JCTC Job Creation Tax Credit,554996.0,86600000.00,Servicing,103,750,01/27/2014,N/A,1.613,8
Guernsey Apartment Building,Cuyahoga,44113,Ohio Historic Preservation Tax Credit,248375.0,N/A,Completed,N/A,N/A,06/24/2014,N/A,N/A,N/A
Tiger Pistol Inc.,Cuyahoga,44113,JCTC Job Creation Tax Credit,250000.0,12000.00,Servicing,25,11,07/27/2020,N/A,1.759,7
Standard Building,Cuyahoga,44113,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,12/18/2014,N/A,N/A,N/A
lightwell,Franklin,43212-2810,JCTC Job Creation Tax Credit,560747.0,20000.00,Completed,25,55,04/30/2012,45.00,N/A,6
Liberty & Elm,Hamilton,,Ohio Historic Preservation Tax Credit,1358772.0,N/A,Cancelled,N/A,N/A,12/20/2016,N/A,N/A,N/A
1720 Elm Street,Hamilton,,Ohio Historic Preservation Tax Credit,235000.0,N/A,Servicing,N/A,N/A,06/30/2021,N/A,N/A,N/A
Over-the-Rhine Mixed Income Project (OTRMI),Hamilton,,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/26/2019,N/A,N/A,N/A
Ludowici Tile Company Building 1,Perry,,Ohio Historic Preservation Tax Credit,250000.0,N/A,Servicing,N/A,N/A,06/30/2021,N/A,N/A,N/A
"CBIZ, Inc.",Cuyahoga,44131,JCTC Job Creation Tax Credit,450000.0,5220000.00,Servicing,25,202,07/26/2021,N/A,2.040,8
"Rhenium Alloys, Inc.",Lorain,44039,JCTC Job Creation Tax Credit,45815.0,2000000.00,Completed,25,50,02/28/2011,35.00,N/A,3
"QuEST Global Services-NA, Inc.",Hamilton,45246-4000,JCTC Job Creation Tax Credit,455000.0,200000.00,Servicing,60,65,12/10/2018,N/A,1.700,7
"Process Plus Holdings, Inc.",Hamilton,45246-3730,JCTC Job Creation Tax Credit,146000.0,500000.00,Servicing,25,96,07/27/2015,N/A,1.486,5
"Ditsch USA, LLC",Hamilton,45246,JCTC Job Creation Tax Credit,61000.0,13800000.00,Servicing,49,10,02/27/2017,N/A,1.048,6
"Total Quality Logistics, LLC",Summit,44308,JCTC Job Creation Tax Credit,229680.0,101000.00,Servicing,37,0,12/03/2014,N/A,1.000,5
AC&Y Building,Summit,44308,Ohio Historic Preservation Tax Credit,150000.0,N/A,Completed,N/A,N/A,10/30/2009,N/A,N/A,N/A
Turbine Standard LTD.,Lucas,43528,JCTC Job Creation Tax Credit,208792.0,400000.00,Servicing,35,17,06/29/2009,N/A,N/A,7
"Magnetic Lifting Technologies US, LLC",Mahoning,44471-1964,JCTC Job Creation Tax Credit,72186.0,293000.00,Completed,19,0,08/30/2010,45.00,N/A,6
"RHBA Acquisitions, LLC",Wayne,44676-9271,JCTC Job Creation Tax Credit,22000.0,1010000.00,Servicing,30,53,06/27/2016,N/A,0.625,5
ProMedica Downtown Campus,Lucas,43604,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,06/30/2015,N/A,N/A,N/A
Berdan Building,Lucas,43604,Ohio Historic Preservation Tax Credit,5000000.0,N/A,Completed,N/A,N/A,05/31/2013,N/A,N/A,N/A
"HOME DEPOT U.S.A., INC.",Hancock,45889,JCTC Job Creation Tax Credit,285269.0,34500000.00,Completed,300,0,06/29/2009,N/A,N/A,5
"Branch Financial, Inc.",Franklin,43215,JCTC Job Creation Tax Credit,2700000.0,0.00,Servicing,150,12,12/07/2020,N/A,2.197,9
Beam Technologies LLC,Franklin,43215,JCTC Job Creation Tax Credit,2385000.0,1500000.00,Servicing,150,41,05/20/2019,N/A,2.114,9
Yankee Trader Building,Franklin,43215,Ohio Historic Preservation Tax Credit,664900.0,N/A,Completed,N/A,N/A,06/26/2012,N/A,N/A,N/A
Citizens Building,Franklin,43215,Ohio Historic Preservation Tax Credit,3126600.0,N/A,Completed,N/A,N/A,12/20/2013,N/A,N/A,N/A
White Haines and Madison Buildings,Franklin,43215-3107,Ohio Historic Preservation Tax Credit,1999999.0,N/A,Cancelled,N/A,N/A,06/30/2015,N/A,N/A,N/A
"Radiology Partners Management, LLC",Franklin,43215-3842,JCTC Job Creation Tax Credit,555000.0,300000.00,Servicing,60,51,02/25/2019,N/A,1.691,8
Wonder Bread Building,Franklin,43215,Ohio Historic Preservation Tax Credit,597000.0,N/A,Completed,N/A,N/A,06/30/2010,N/A,N/A,N/A
Care Caskets Int'l LLC,Wyandot,43359,JCTC Job Creation Tax Credit,105549.0,1175000.00,Cancelled,50,0,10/25/2010,45.00,N/A,5
Peter Cremer North America L.P.,Hamilton,45204,JCTC Job Creation Tax Credit,89736.0,4500000.00,Completed,50,117,10/29/2012,40.00,N/A,6
"VEGA Americas, Inc.",Hamilton,45209,JCTC Job Creation Tax Credit,105241.0,7600000.00,Servicing,30,192,05/20/2013,40.00,N/A,7
Shawnee Hotel,Clark,45502,Ohio Historic Preservation Tax Credit,2954903.0,N/A,Completed,N/A,N/A,10/16/2008,N/A,N/A,N/A
"Silfex, Inc.",Clark,45502-9307,JCTC Job Creation Tax Credit,4957000.0,214356500.00,Servicing,400,21,01/01/2020,N/A,2.037,12
MIDWEST EXPRESS INC.,Logan,43319-9470,JCTC Job Creation Tax Credit,314971.0,3500000.00,Servicing,1123,87,07/25/2011,50.00,N/A,9
Parker-Hannifin Corporation,Lake,44060-2185,JCTC Job Creation Tax Credit,236250.0,8575000.00,Completed,25,123,01/25/2010,50.00,N/A,7
"ADS Alliance Data Systems, Inc.",Franklin,43219,JCTC Job Creation Tax Credit,11187506.0,24380000.00,Servicing,700,1035,06/30/2014,N/A,2.349,10
